Date,Payup (ticks),Date,%OAS
7/17/2014,0.25,7/24/2014,0.188375
7/18/2014,0.25,7/25/2014,0.328678
7/21/2014,0.25,7/28/2014,0.326733
7/22/2014,0.25,7/29/2014,0.325056
7/23/2014,0.25,7/30/2014,0.327657
7/24/2014,0.25,7/31/2014,0.323609
7/25/2014,0.4375,8/1/2014,0.326171
7/28/2014,0.4375,8/4/2014,0.325806
7/29/2014,0.4375,8/5/2014,0.325286
7/30/2014,0.4375,8/6/2014,0.325111
7/31/2014,0.4375,8/7/2014,0.322624
8/1/2014,0.4375,8/8/2014,0.31474
8/4/2014,0.4375,8/11/2014,0.314657
8/5/2014,0.4375,8/12/2014,0.318535
8/6/2014,0.4375,8/13/2014,0.310882
8/7/2014,0.4375,8/14/2014,0.397207
8/8/2014,0.4375,8/15/2014,0.390897
8/11/2014,0.4375,8/18/2014,0.39615
8/12/2014,0.4375,8/19/2014,0.395496
8/13/2014,0.4375,8/20/2014,0.395213
8/14/2014,0.5625,8/21/2014,0.394355
8/15/2014,0.5625,8/22/2014,0.394088
8/18/2014,0.5625,8/25/2014,0.393796
8/19/2014,0.5625,8/26/2014,0.401717
8/20/2014,0.5625,8/27/2014,0.397986
8/21/2014,0.5625,8/28/2014,0.393125
8/22/2014,0.5625,8/29/2014,0.394144
8/25/2014,0.5625,9/2/2014,0.745641
8/26/2014,0.5625,9/3/2014,0.735112
8/27/2014,0.5625,9/4/2014,0.760725
8/28/2014,0.5625,9/5/2014,0.777714
8/29/2014,0.5625,9/8/2014,0.78288
9/2/2014,0.5625,9/9/2014,0.921515
9/3/2014,0.5625,9/10/2014,0.958579
9/4/2014,0.5625,9/11/2014,0.969609
9/5/2014,0.5625,9/12/2014,1.081018
9/8/2014,0.5625,9/15/2014,1.055987
9/9/2014,0.5625,9/16/2014,1.058989
9/10/2014,0.5625,9/17/2014,1.075127
9/11/2014,0.5625,9/18/2014,1.089567
9/12/2014,0.5625,9/19/2014,1.040657
9/15/2014,0.5625,9/22/2014,1.02575
9/16/2014,0.5625,9/23/2014,0.997908
9/17/2014,0.5625,9/24/2014,1.026977
9/18/2014,0.5625,9/25/2014,0.971585
9/19/2014,0.5625,9/26/2014,0.967787
9/22/2014,0.5625,9/29/2014,0.933929
9/23/2014,0.5625,9/30/2014,0.949221
9/24/2014,0.5625,10/1/2014,0.822151
9/25/2014,0.5625,10/2/2014,0.83157
9/26/2014,0.5625,10/3/2014,0.843028
9/29/2014,0.5625,10/6/2014,0.825326
9/30/2014,0.5625,10/7/2014,0.766713
10/1/2014,0.5625,10/8/2014,0.734671
10/2/2014,0.5625,10/9/2014,0.754373
10/3/2014,0.5625,10/10/2014,0.740367
10/6/2014,0.5625,10/14/2014,0.65511
10/7/2014,0.5625,10/15/2014,0.539674
10/8/2014,0.5625,10/16/2014,0.60307
10/9/2014,0.5625,10/17/2014,0.64135
10/10/2014,0.5625,10/20/2014,0.623409
10/14/2014,0.5625,10/21/2014,0.632467
10/15/2014,0.5625,10/22/2014,0.638541
10/16/2014,0.5625,10/23/2014,0.657251
10/17/2014,0.5625,10/24/2014,0.661845
10/20/2014,0.5625,10/27/2014,0.657259
10/21/2014,0.5625,10/28/2014,0.684479
10/22/2014,0.5625,10/29/2014,0.732059
